ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
155	"ENSG00000105193"	"ENSG00000105193"	chr19	-	39433521	39433761	39433521	39433569	39433664	39433761	155	649,297,268	7271,6653,7178	784,256,267	9416,6948,7474	145	50	0.350463123122	0.6357393055035443	0.03,0.015,0.013	0.028,0.013,0.012	0.002
156	"ENSG00000105193"	"ENSG00000105193"	chr19	-	39433664	39435708	39433664	39433761	39435606	39435708	156	16566,5663,5866	5855,4062,4004	16295,7189,7301	7605,4408,4495	1895	50	0.947776483429	1.0	0.069,0.035,0.037	0.054,0.041,0.041	0.002
157	"ENSG00000105193"	"ENSG00000105193"	chr19	-	39433664	39435708	39433664	39433761	39435657	39435708	157	20613,9640,9739	62,55,43	21871,11064,10737	56,57,38	1946	50	0.287313954983	0.5585814314365785	0.895,0.818,0.853	0.909,0.833,0.879	-0.018
158	"ENSG00000006712"	"ENSG00000006712"	chr19	-	39389479	39389761	39389479	39389546	39389639	39389761	158	228,107,90	597,258,307	551,113,157	833,321,354	143	50	0.00528774069427	0.030598663089880657	0.118,0.127,0.093	0.188,0.11,0.134	-0.031
159	"ENSG00000006712"	"ENSG00000006712"	chr19	-	39390068	39390289	39390068	39390161	39390259	39390289	159	225,71,49	253,138,175	344,116,114	391,216,207	148	50	0.159364139835	0.3740679889886929	0.231,0.148,0.086	0.229,0.154,0.157	-0.025
160	"ENSG00000130755"	"ENSG00000130755"	chr19	-	39328358	39329073	39328358	39328548	39328999	39329073	160	49,17,31	37,24,20	34,43,14	24,38,17	501	50	0.871399795266	1.0	0.117,0.066,0.134	0.124,0.101,0.076	0.005
163	"ENSG00000187994"	"ENSG00000187994"	chr19	-	38876330	38876781	38876330	38876490	38876692	38876781	163	10,1,0	7,1,0	55,2,14	0,0,0	252	50	1	1.0	0.221,0.166,NA	1.0,1.0,1.0	-0.806
164	"ENSG00000183018"	"ENSG00000183018"	chr17	+	4536075	4536426	4536075	4536174	4536262	4536426	164	17,5,15	51,3,5	17,4,5	3,4,0	138	50	0.058572073864	0.185601475254097	0.108,0.377,0.521	0.672,0.266,1.0	-0.311
165	"ENSG00000171747"	"ENSG00000171747"	chr19	-	38803521	38803895	38803521	38803551	38803868	38803895	165	29,16,25	2,0,0	29,29,46	0,0,0	367	50	1	1.0	0.664,1.0,1.0	1.0,1.0,1.0	-0.112
166	"ENSG00000171747"	"ENSG00000171747"	chr19	-	38812430	38812945	38812430	38812519	38812841	38812945	166	11,2,10	19,12,19	37,19,25	3,4,1	372	50	9.95282745109e-11	1.249079845111795e-08	0.072,0.022,0.066	0.624,0.39,0.771	-0.542
167	"ENSG00000182472"	"ENSG00000182472"	chr19	-	38734318	38734870	38734318	38734389	38734812	38734870	167	125,38,86	45,9,18	332,94,141	87,15,33	473	50	0.301875694208	0.5788681888532176	0.227,0.309,0.336	0.287,0.398,0.311	-0.041
168	"ENSG00000182472"	"ENSG00000182472"	chr19	-	38735369	38735544	38735369	38735429	38735501	38735544	168	79,13,35	5,5,0	101,36,52	0,5,5	122	50	0.568205619509	0.8626503519062828	0.866,0.516,1.0	1.0,0.747,0.81	-0.058
169	"ENSG00000171777"	"ENSG00000171777"	chr19	-	38409057	38410096	38409057	38409370	38409954	38410096	169	57,13,13	0,0,3	39,24,14	0,0,0	634	50	0.10312962432	0.27389526616338417	1.0,1.0,0.255	1.0,1.0,1.0	-0.248
170	"ENSG00000171777"	"ENSG00000171777"	chr19	-	38411114	38411381	38411114	38411249	38411344	38411381	170	2,2,0	3,0,1	4,0,2	0,3,0	145	50	0.0509220863562	0.16887860210898314	0.187,1.0,0.0	1.0,0.0,1.0	-0.271
171	"ENSG00000171777"	"ENSG00000171777"	chr19	-	38412930	38413297	38412930	38413049	38413192	38413297	171	1,4,0	0,3,0	0,3,2	10,1,0	193	50	1	1.0	1.0,0.257,NA	0.0,0.437,1.0	0.15
173	"ENSG00000171777"	"ENSG00000171777"	chr19	-	38419859	38420262	38419859	38420013	38420130	38420262	173	0,0,0	2,0,0	0,2,0	0,0,0	167	50	1	1.0	0.0,NA,NA	NA,1.0,NA	-1.0
174	"ENSG00000099338"	"ENSG00000099338"	chr19	+	38362375	38362832	38362375	38362574	38362713	38362832	174	35,17,7	1,1,0	39,27,19	0,3,0	189	50	0.744641554087	1.0	0.903,0.818,1.0	1.0,0.704,1.0	0.006
175	"ENSG00000167645"	"ENSG00000167645"	chr19	-	38307427	38307752	38307427	38307521	38307596	38307752	175	3,3,5	69,40,45	1,12,5	74,46,32	125	50	0.168466034706	0.38943990281769947	0.017,0.029,0.043	0.005,0.094,0.059	-0.023
176	"ENSG00000167645"	"ENSG00000167645"	chr19	-	38309223	38309643	38309223	38309328	38309404	38309643	176	6,9,7	87,68,58	0,4,7	96,50,34	126	50	0.117475191366	0.3016783139852643	0.027,0.05,0.046	0.0,0.031,0.076	0.005
179	"ENSG00000105258"	"ENSG00000105258"	chr19	-	36114338	36114713	36114338	36114412	36114658	36114713	179	72,78,69	202,252,172	163,56,41	208,166,130	296	50	0.0178769938272	0.07757541725379145	0.057,0.05,0.063	0.117,0.054,0.051	-0.017
180	"ENSG00000141698"	"ENSG00000141698"	chr17	-	41835587	41835957	41835587	41835682	41835858	41835957	180	36,37,22	0,0,6	46,41,52	11,21,16	226	50	0.000536944951477	0.005204655434133766	1.0,1.0,0.448	0.481,0.302,0.418	0.416
181	"ENSG00000250799"	"ENSG00000250799"	chr19	-	35812133	35812556	35812133	35812272	35812359	35812556	181	4,7,6	2,1,0	3,0,1	0,0,0	137	50	1	1.0	0.422,0.719,1.0	1.0,NA,1.0	-0.286
182	"ENSG00000161265"	"ENSG00000161265"	chr19	-	35743154	35743345	35743154	35743205	35743295	35743345	182	38,53,24	11,9,8	145,61,70	18,15,15	140	50	0.333461779832	0.6151319575678268	0.552,0.678,0.517	0.742,0.592,0.625	-0.071
183	"ENSG00000161265"	"ENSG00000161265"	chr19	-	35743154	35743345	35743154	35743208	35743295	35743345	183	38,53,24	0,10,2	145,60,70	0,5,6	137	50	0.189003122112	0.42060470805045636	1.0,0.659,0.814	1.0,0.814,0.81	-0.05
184	"ENSG00000161265"	"ENSG00000161265"	chr19	-	35742528	35743904	35742528	35742803	35743808	35743904	184	453,296,238	47,96,63	699,402,366	99,77,76	1055	50	0.329862686505	0.6111558476854487	0.314,0.127,0.152	0.251,0.198,0.186	-0.014
185	"ENSG00000161265"	"ENSG00000161265"	chr19	-	35744069	35744421	35744069	35744145	35744322	35744421	185	274,199,132	100,135,124	228,208,208	98,131,116	227	50	0.454369856516	0.7537008159042796	0.376,0.245,0.19	0.339,0.259,0.283	-0.023
186	"ENSG00000161265"	"ENSG00000161265"	chr19	-	35744322	35744738	35744322	35744421	35744625	35744738	186	363,515,417	51,14,14	404,520,482	26,17,12	254	50	0.312028234053	0.590970074741365	0.584,0.879,0.854	0.754,0.858,0.888	-0.061
187	"ENSG00000161265"	"ENSG00000161265"	chr19	-	35744322	35745187	35744322	35744421	35745124	35745187	187	1206,1262,953	28,5,6	1158,1288,1042	29,8,3	753	50	0.938506108771	1.0	0.741,0.944,0.913	0.726,0.914,0.958	0.0
188	"ENSG00000161265"	"ENSG00000161265"	chr19	-	35744322	35745187	35744322	35744738	35745124	35745187	188	674,611,408	5,13,13	631,629,444	52,11,13	436	50	0.0254617281183	0.10089913048217218	0.939,0.844,0.783	0.582,0.868,0.797	0.106
190	"ENSG00000161249"	"ENSG00000161249"	chr19	-	35498715	35499282	35498715	35498763	35498873	35499282	190	42,58,31	293,355,397	85,35,32	308,280,206	160	50	0.00869360913541	0.04438953101367269	0.043,0.049,0.024	0.079,0.038,0.046	-0.016
191	"ENSG00000161249"	"ENSG00000161249"	chr19	-	35499957	35500580	35499957	35500029	35500532	35500580	191	714,1025,624	195,243,302	1388,1107,1097	211,167,74	553	50	1.46389976774e-06	4.6542253282347064e-05	0.249,0.276,0.157	0.373,0.375,0.573	-0.213
192	"ENSG00000161249"	"ENSG00000161249"	chr19	-	35500377	35500580	35500377	35500419	35500532	35500580	192	205,218,130	71,102,89	428,260,243	73,68,70	163	50	0.000120893249037	0.0015582159585336567	0.47,0.396,0.309	0.643,0.54,0.516	-0.175
193	"ENSG00000161249"	"ENSG00000161249"	chr19	-	35510183	35510427	35510183	35510252	35510370	35510427	193	355,443,274	177,151,120	641,435,372	176,103,107	168	50	0.000167743116128	0.0019703618739271723	0.374,0.466,0.405	0.52,0.557,0.509	-0.114
194	"ENSG00000161249"	"ENSG00000161249"	chr19	-	35510183	35510510	35510183	35510252	35510378	35510510	194	402,451,295	144,145,101	690,449,378	178,109,133	176	50	0.114426437144	0.29593258066146205	0.442,0.469,0.453	0.524,0.539,0.447	-0.049
195	"ENSG00000105698"	"ENSG00000105698"	chr19	+	35269445	35269699	35269445	35269492	35269580	35269699	195	15,9,3	109,173,152	37,6,10	99,131,72	138	50	7.41312139005e-05	0.0010584783206331872	0.047,0.019,0.007	0.119,0.016,0.048	-0.037
196	"ENSG00000105698"	"ENSG00000105698"	chr19	+	35269802	35270597	35269802	35270003	35270446	35270597	196	323,137,147	176,161,130	362,212,233	196,142,117	493	50	0.00370581565874	0.023407993213948423	0.157,0.079,0.103	0.158,0.132,0.168	-0.04
197	"ENSG00000105698"	"ENSG00000105698"	chr19	+	35278697	35279074	35278697	35278792	35278945	35279074	197	120,72,93	413,380,302	304,64,116	524,380,329	203	50	0.00839531311929	0.04313522131328434	0.067,0.045,0.071	0.125,0.04,0.08	-0.021
198	"ENSG00000105698"	"ENSG00000105698"	chr19	+	35278697	35279074	35278697	35278792	35278969	35279074	198	536,495,444	51,19,13	801,461,446	61,8,13	227	50	0.351847527386	0.6377654344750414	0.698,0.852,0.883	0.743,0.927,0.883	-0.04
200	"ENSG00000266964"	"ENSG00000266964"	chr19	+	35141131	35141572	35141131	35141206	35141535	35141572	200	10,3,10	29,54,33	37,22,20	212,96,154	379	50	0.845245736011	1.0	0.044,0.007,0.038	0.023,0.029,0.017	0.007
201	"ENSG00000266964"	"ENSG00000266964"	chr19	+	35142719	35143050	35142719	35142771	35142916	35143050	201	8,23,16	13,21,17	60,50,66	93,41,61	195	50	0.81362258065	1.0	0.136,0.219,0.194	0.142,0.238,0.217	-0.016
203	"ENSG00000172771"	"ENSG00000172771"	chr3	-	129402522	129404403	129402522	129402579	129404249	129404403	203	54,56,30	1,0,0	125,148,54	0,2,0	1720	50	1	1.0	0.611,1.0,1.0	1.0,0.683,1.0	-0.024
204	"ENSG00000172771"	"ENSG00000172771"	chr3	-	129411157	129415401	129411157	129411354	129415244	129415401	204	148,18,58	0,2,1	191,139,117	12,0,0	3940	50	0.224981576093	0.47517145101307223	1.0,0.103,0.424	0.168,1.0,1.0	-0.214
205	"ENSG00000021488"	"ENSG00000021488"	chr19	-	32859840	32860650	32859840	32859964	32860605	32860650	205	10,5,4	16,12,9	8,6,2	24,10,12	691	50	0.352146862113	0.6380654959790643	0.043,0.029,0.031	0.024,0.042,0.012	0.008
206	"ENSG00000028310"	"ENSG00000028310"	chr5	-	868606	869119	868606	868804	869037	869119	206	58,27,28	1,0,0	23,28,24	0,0,3	283	50	0.46737232962	0.7668278218942218	0.911,1.0,1.0	1.0,1.0,0.586	0.108
207	"ENSG00000105221"	"ENSG00000105221"	chr19	-	40235889	40236385	40235889	40236104	40236256	40236385	207	250,66,88	410,242,223	281,124,98	674,322,267	202	50	0.411942318185	0.709481009542891	0.131,0.063,0.089	0.094,0.087,0.083	0.006
208	"ENSG00000105221"	"ENSG00000105221"	chr19	-	40236256	40238091	40236256	40236385	40237968	40238091	208	3392,1142,1014	479,269,241	3680,2024,1873	665,311,283	1633	50	0.0554388967949	0.17901503521977405	0.178,0.115,0.114	0.145,0.166,0.168	-0.024
209	"ENSG00000187244"	"ENSG00000187244"	chr19	+	44819581	44820822	44819581	44819726	44820704	44820822	209	4304,5364,4435	469,706,566	7578,5988,4775	685,733,688	1028	50	0.631634726956	0.9123225868085536	0.309,0.27,0.276	0.35,0.284,0.252	-0.01
213	"ENSG00000105726"	"ENSG00000105726"	chr19	-	19645646	19645985	19645646	19645790	19645873	19645985	213	43,18,13	174,120,113	14,23,21	269,103,89	133	50	0.127679956868	0.32100033028395414	0.085,0.053,0.041	0.019,0.077,0.081	0.001
214	"ENSG00000105726"	"ENSG00000105726"	chr19	-	19647413	19647759	19647413	19647528	19647598	19647759	214	21,10,19	97,108,79	25,19,29	107,99,73	120	50	0.0596424465382	0.187869767199918	0.083,0.037,0.091	0.089,0.074,0.142	-0.031
215	"ENSG00000105726"	"ENSG00000105726"	chr19	-	19649740	19651797	19649740	19649940	19651688	19651797	215	386,275,216	136,97,61	489,372,348	141,99,80	1798	50	0.0570211121287	0.18201719125955176	0.073,0.073,0.09	0.088,0.095,0.108	-0.018
216	"ENSG00000105726"	"ENSG00000105726"	chr19	-	19655315	19655654	19655315	19655453	19655527	19655654	216	1,1,0	155,77,48	10,4,7	165,89,70	124	50	0.00538148238218	0.030995518696396645	0.003,0.005,0.0	0.024,0.018,0.039	-0.024
217	"ENSG00000105726"	"ENSG00000105726"	chr19	-	19656659	19656916	19656659	19656766	19656846	19656916	217	186,89,57	70,63,42	208,99,88	88,44,37	130	50	0.161120597524	0.37610818767700294	0.505,0.352,0.343	0.476,0.464,0.478	-0.073
218	"ENSG00000120798"	"ENSG00000120798"	chr12	-	95057730	95058489	95057730	95057878	95058309	95058489	218	928,353,299	59,26,25	686,399,491	68,31,33	481	50	0.342649652789	0.6253443328023944	0.62,0.585,0.554	0.512,0.572,0.607	0.023
219	"ENSG00000005007"	"ENSG00000005007"	chr19	+	18865288	18865778	18865288	18865450	18865560	18865778	219	3,2,4	279,258,183	3,1,4	241,154,154	160	50	1	1.0	0.003,0.002,0.007	0.004,0.002,0.008	-0.001
221	"ENSG00000105655"	"ENSG00000105655"	chr19	-	18436329	18437105	18436329	18436479	18436972	18437105	221	2615,1438,1344	8,0,0	4429,2261,1655	0,1,2	543	50	0.665668597177	0.943970722550435	0.968,1.0,1.0	1.0,0.995,0.987	-0.005
222	"ENSG00000105655"	"ENSG00000105655"	chr19	-	18437598	18437988	18437598	18437760	18437859	18437988	222	171,137,148	257,201,193	318,166,150	671,316,146	149	50	0.359524840228	0.647987136450239	0.183,0.186,0.205	0.137,0.15,0.256	0.01
223	"ENSG00000105655"	"ENSG00000105655"	chr19	-	18437859	18438162	18437859	18437988	18438092	18438162	223	167,34,73	444,337,269	344,76,97	988,549,278	154	50	0.470133446491	0.7684223724823755	0.109,0.032,0.081	0.102,0.043,0.102	-0.008
224	"ENSG00000105650"	"ENSG00000105650"	chr19	-	18220402	18220923	18220402	18220515	18220873	18220923	224	429,35,65	4,0,2	754,86,252	5,0,0	408	50	0.18763329719	0.41833716423520806	0.929,1.0,0.799	0.949,1.0,1.0	-0.074
226	"ENSG00000216490"	"ENSG00000216490"	chr19	+	18177139	18177764	18177139	18177292	18177710	18177764	226	354,375,329	1699,1193,1437	302,129,157	511,312,317	468	50	6.40021369236e-12	1.0525041068574082e-09	0.022,0.032,0.024	0.059,0.042,0.05	-0.024
227	"ENSG00000105640"	"ENSG00000105640"	chr19	+	17861292	17861472	17861292	17861307	17861424	17861472	227	3273,3253,2932	253,16,14	3780,2933,2569	225,40,17	167	50	0.19066042836	0.4231082284080223	0.795,0.984,0.984	0.834,0.956,0.978	-0.002
228	"ENSG00000269640"	"ENSG00000269640"	chr19	+	17405823	17406296	17405823	17405987	17406076	17406296	228	63,14,26	60,20,22	38,23,14	108,30,48	139	50	0.000168612734682	0.0019715165010103495	0.274,0.201,0.298	0.112,0.216,0.095	0.117
229	"ENSG00000269640"	"ENSG00000269640"	chr19	+	17405823	17406296	17405823	17405995	17406076	17406296	229	60,13,24	9,7,4	32,21,13	1,11,5	131	50	0.97792351715	1.0	0.718,0.415,0.696	0.924,0.422,0.498	-0.005
230	"ENSG00000269640"	"ENSG00000269640"	chr19	+	17405823	17406296	17405823	17405987	17406244	17406296	230	572,140,194	0,0,0	693,166,276	0,0,2	307	50	1	1.0	1.0,1.0,1.0	1.0,1.0,0.957	0.014
231	"ENSG00000269640"	"ENSG00000269640"	chr19	+	17413096	17413305	17413096	17413104	17413220	17413305	231	208,80,46	21,2,10	407,66,121	25,10,14	166	50	0.946470252311	1.0	0.749,0.923,0.581	0.831,0.665,0.722	0.012
232	"ENSG00000099330"	"ENSG00000099330"	chr19	+	17226692	17227199	17226692	17226869	17226974	17227199	232	30,33,25	0,0,1	66,33,41	0,0,6	155	50	0.0199101451312	0.0844013174495047	1.0,1.0,0.89	1.0,1.0,0.688	0.067
233	"ENSG00000099330"	"ENSG00000099330"	chr19	+	17226692	17227199	17226692	17226869	17226993	17227199	233	34,35,30	17,8,13	66,40,47	1,5,11	174	50	0.0028987844297	0.019749004207484717	0.365,0.557,0.399	0.95,0.697,0.551	-0.292
234	"ENSG00000099330"	"ENSG00000099330"	chr19	+	17228802	17229215	17228802	17228826	17228945	17229215	234	112,95,97	0,0,2	136,96,107	0,3,1	169	50	0.441801671167	0.7435312253819323	1.0,1.0,0.935	1.0,0.904,0.969	0.021
236	"ENSG00000105755"	"ENSG00000105755"	chr19	-	43526200	43526659	43526200	43526349	43526514	43526659	236	62,48,40	114,132,146	50,56,36	77,97,61	215	50	0.00636221638086	0.03507677447435993	0.112,0.078,0.06	0.131,0.118,0.121	-0.04
238	"ENSG00000129084"	"ENSG00000129084"	chr11	-	14513816	14514491	14513816	14513887	14514402	14514491	238	1422,415,417	759,407,379	871,440,398	490,312,296	565	50	0.15876371313	0.3733452405902219	0.142,0.083,0.089	0.136,0.111,0.106	-0.013
239	"ENSG00000196684"	"ENSG00000196684"	chr19	+	16152551	16153208	16152551	16152641	16153031	16153208	239	431,329,243	4,0,3	382,294,232	9,0,0	440	50	0.49359622801	0.792312491208243	0.924,1.0,0.902	0.828,1.0,1.0	-0.001
240	"ENSG00000196684"	"ENSG00000196684"	chr19	+	16152551	16153208	16152551	16152641	16153042	16153208	240	446,331,249	50,34,23	382,307,236	61,34,29	451	50	0.139520947508	0.3410432591828047	0.497,0.519,0.546	0.41,0.5,0.474	0.059
245	"ENSG00000123136"	"ENSG00000123136"	chr19	-	14409302	14409645	14409302	14409447	14409535	14409645	245	267,202,160	115,111,139	175,228,103	65,89,46	138	50	0.0220126915957	0.09104815803980337	0.457,0.397,0.294	0.494,0.481,0.448	-0.092
246	"ENSG00000123136"	"ENSG00000123136"	chr19	-	14409741	14410334	14409741	14409873	14410215	14410334	246	1048,854,647	119,117,121	1014,656,499	120,76,45	392	50	0.0647030489996	0.1983090235726815	0.529,0.482,0.405	0.519,0.524,0.586	-0.071
247	"ENSG00000123136"	"ENSG00000123136"	chr19	-	14409741	14410334	14409741	14409981	14410215	14410334	247	695,617,440	5,2,4	779,474,361	0,6,4	284	50	0.898019970618	1.0	0.961,0.982,0.951	1.0,0.933,0.941	0.007
248	"ENSG00000123136"	"ENSG00000123136"	chr19	-	14412550	14413224	14412550	14412678	14413012	14413224	248	514,378,239	236,144,110	262,218,179	117,108,61	384	50	0.989104770029	1.0	0.221,0.255,0.221	0.226,0.208,0.276	-0.004
249	"ENSG00000123136"	"ENSG00000123136"	chr19	-	14412550	14413224	14412550	14412711	14413012	14413224	249	469,357,221	0,0,0	242,206,165	0,2,0	351	50	1	1.0	1.0,1.0,1.0	1.0,0.936,1.0	0.021
250	"ENSG00000132017"	"ENSG00000132017"	chr19	+	13960286	13960580	13960286	13960391	13960464	13960580	250	78,65,41	80,67,53	140,71,54	92,53,48	123	50	0.0144249337927	0.06533001828811615	0.284,0.283,0.239	0.382,0.353,0.314	-0.081
251	"ENSG00000104957"	"ENSG00000104957"	chr19	+	13758867	13759272	13758867	13759010	13759099	13759272	251	168,117,95	65,54,61	180,101,122	101,65,48	139	50	0.613939120662	0.8981213700727232	0.482,0.438,0.359	0.391,0.359,0.478	0.017
252	"ENSG00000104957"	"ENSG00000104957"	chr19	+	13758867	13759272	13758867	13759010	13759110	13759272	252	174,128,103	2,0,0	204,115,143	3,0,0	150	50	1	1.0	0.967,1.0,1.0	0.958,1.0,1.0	0.003
254	"ENSG00000104915"	"ENSG00000104915"	chr19	-	13144061	13144671	13144061	13144139	13144576	13144671	254	1826,727,913	0,0,0	2066,968,964	7,0,1	487	50	0.938411419041	1.0	1.0,1.0,1.0	0.968,1.0,0.99	0.014
255	"ENSG00000104915"	"ENSG00000104915"	chr19	-	13144061	13144671	13144061	13144486	13144576	13144671	255	231,77,110	131,86,127	266,92,125	141,130,76	140	50	0.524991013623	0.8198042383654509	0.386,0.242,0.236	0.403,0.202,0.37	-0.037
256	"ENSG00000179262"	"ENSG00000179262"	chr19	+	12948685	12949159	12948685	12948813	12949080	12949159	256	349,193,153	300,236,204	527,242,197	219,235,159	317	50	0.000931334974369	0.00803077458958535	0.155,0.114,0.106	0.275,0.14,0.163	-0.068
257	"ENSG00000179115"	"ENSG00000179115"	chr19	-	12924638	12925003	12924638	12924807	12924903	12925003	257	9,2,8	130,129,136	3,10,11	161,91,94	146	50	0.242453252808	0.5005452652127065	0.023,0.005,0.02	0.006,0.036,0.039	-0.011
258	"ENSG00000179115"	"ENSG00000179115"	chr19	-	12930428	12930749	12930428	12930527	12930611	12930749	258	0,1,1	123,100,93	0,2,11	156,80,40	134	50	0.311937097226	0.590970074741365	0.0,0.004,0.004	0.0,0.009,0.093	-0.031
259	"ENSG00000095066"	"ENSG00000095066"	chr19	-	12774668	12774897	12774668	12774741	12774811	12774897	259	69,27,19	238,143,128	33,34,24	227,111,116	120	50	0.638065025291	0.9180432469853249	0.108,0.073,0.058	0.057,0.113,0.079	-0.003
260	"ENSG00000123154"	"ENSG00000123154"	chr19	+	12669754	12670080	12669754	12669893	12669976	12670080	260	403,194,175	25,18,24	592,277,272	24,18,13	133	50	0.00484248978419	0.028701234450858055	0.858,0.802,0.733	0.903,0.853,0.887	-0.083
261	"ENSG00000144550"	"ENSG00000144550"	chr3	+	9704586	9704795	9704586	9704627	9704748	9704795	261	5,3,0	0,0,0	0,3,2	0,0,1	171	50	1	1.0	1.0,1.0,NA	NA,1.0,0.369	0.316
262	"ENSG00000130159"	"ENSG00000130159"	chr19	-	11507701	11508048	11507701	11507729	11507990	11508048	262	325,320,191	4,1,0	510,220,285	0,0,5	311	50	0.869211545646	1.0	0.929,0.981,1.0	1.0,1.0,0.902	0.003
263	"ENSG00000130159"	"ENSG00000130159"	chr19	-	11507701	11508048	11507701	11507850	11507990	11508048	263	25,46,18	77,107,68	105,49,51	229,92,105	190	50	0.0447329641839	0.15470014952358166	0.079,0.102,0.065	0.108,0.123,0.113	-0.033
264	"ENSG00000162004"	"ENSG00000162004"	chr16	-	722921	723161	722921	723018	723094	723161	264	17,8,26	0,2,1	22,20,18	0,0,0	126	50	0.645907676102	0.9240467108049367	1.0,0.613,0.912	1.0,1.0,1.0	-0.158
265	"ENSG00000162004"	"ENSG00000162004"	chr16	-	722921	723161	722921	723022	723094	723161	265	17,8,26	3,1,6	22,18,18	0,0,0	122	50	2.3227004986e-07	1.0162347410847156e-05	0.699,0.766,0.64	1.0,1.0,1.0	-0.298
266	"ENSG00000162004"	"ENSG00000162004"	chr16	-	722921	723936	722921	723161	723856	723936	266	209,59,95	6,2,9	294,80,76	0,1,7	745	50	0.0791840073919	0.22662713938300072	0.7,0.664,0.415	1.0,0.843,0.422	-0.162
267	"ENSG00000162004"	"ENSG00000162004"	chr16	-	724321	724806	724321	724509	724680	724806	267	56,26,67	6,0,2	77,45,47	0,0,0	221	50	6.90823646886e-05	0.0010075039669722734	0.679,1.0,0.883	1.0,1.0,1.0	-0.146
268	"ENSG00000162004"	"ENSG00000162004"	chr16	-	724910	725145	724910	724989	725077	725145	268	44,12,17	3,6,6	20,39,10	0,1,4	138	50	0.048053656737	0.1620706428421167	0.842,0.42,0.507	1.0,0.934,0.475	-0.213
269	"ENSG00000162004"	"ENSG00000162004"	chr16	-	725077	725293	725077	725145	725236	725293	269	21,7,13	4,2,2	11,14,10	0,5,5	141	50	0.878282891335	1.0	0.651,0.554,0.697	1.0,0.498,0.415	-0.004
270	"ENSG00000138385"	"ENSG00000138385"	chr2	+	169808476	169808902	169808476	169808553	169808859	169808902	270	191,131,89	1124,499,529	257,199,149	877,578,531	356	50	4.02686701024e-05	0.0006421347229723793	0.023,0.036,0.023	0.04,0.046,0.038	-0.014
271	"ENSG00000213339"	"ENSG00000213339"	chr19	+	10701949	10702254	10701949	10702018	10702115	10702254	271	76,43,59	254,160,114	90,53,59	238,206,167	147	50	0.822772557573	1.0	0.092,0.084,0.15	0.114,0.08,0.107	0.008
272	"ENSG00000213339"	"ENSG00000213339"	chr19	+	10701949	10702254	10701949	10702018	10702160	10702254	272	313,183,193	2,7,8	410,238,244	31,9,15	192	50	0.00111134375953	0.009169547386156695	0.976,0.872,0.863	0.775,0.873,0.809	0.085
