Ensembl_ID,gene_symbol,GNF_GeneAtlas_Specificity
ENSMUSG00000036817,Sun1,NRE
ENSMUSG00000036819,Jmjd4,NRE
ENSMUSG00000036820,Amdhd2,NRE
ENSMUSG00000036822,Topors,NRE
ENSMUSG00000036825,Ssx2ip,TRE+NRE
ENSMUSG00000036826,Tmem149,NRE
ENSMUSG00000036832,Lpar3,TRE
ENSMUSG00000036833,Pnpla7,NRE
ENSMUSG00000036834,Plch1,TRE
ENSMUSG00000036835,Psenen,NRE
ENSMUSG00000036840,Siah1a,NRE
ENSMUSG00000036845,Lin37,NRE
ENSMUSG00000036850,Mrpl41,NRE
ENSMUSG00000036853,Mcoln3,TRE
ENSMUSG00000036854,Hspb6,NRE
ENSMUSG00000036855,Gjd4,not detected
ENSMUSG00000036856,Wnt4,TRE
ENSMUSG00000036860,Mrpl55,NRE
ENSMUSG00000036862,Dchs1,TRE
ENSMUSG00000036863,Syde2,NRE
ENSMUSG00000036864,BC053749,not present
ENSMUSG00000036867,Smad6,TRE
ENSMUSG00000036872,Abcc12,TRE
ENSMUSG00000036873,2410004B18Rik,NRE
ENSMUSG00000036875,Dna2,TRE+NRE
ENSMUSG00000036879,Phkb,NRE
ENSMUSG00000036880,Acaa2,NRE
ENSMUSG00000036882,Arhgap33,TRE
ENSMUSG00000036885,Arhgef26,NRE
ENSMUSG00000036887,C1qa,NRE
ENSMUSG00000036890,Gtdc1,NRE
ENSMUSG00000036892,Prodh2,TRE
ENSMUSG00000036893,Ehmt1,NRE
ENSMUSG00000036894,Rap2b,TRE+NRE
ENSMUSG00000036896,C1qc,TRE
ENSMUSG00000036898,Zfp157,NRE
ENSMUSG00000036899,Trpv5,not present
ENSMUSG00000036902,Neto2,TRE
ENSMUSG00000036904,Fzd8,TRE
ENSMUSG00000036905,C1qb,NRE
ENSMUSG00000036907,C1ql2,TRE
ENSMUSG00000036908,Unc93b1,TRE
ENSMUSG00000036912,Piwil4,not detected
ENSMUSG00000036913,Trim67,TRE
ENSMUSG00000036915,Kirrel2,not present
ENSMUSG00000036916,Zfp280c,NRE
ENSMUSG00000036918,Ttc7,TRE+NRE
ENSMUSG00000036921,4930549C01Rik,TRE
ENSMUSG00000036923,Stox1,TRE
ENSMUSG00000036924,Cst13,TRE
ENSMUSG00000036928,Stag3,TRE
ENSMUSG00000036931,Nfkbid,TRE
ENSMUSG00000036932,Aifm1,NRE
ENSMUSG00000036934,4921524J17Rik,NRE
ENSMUSG00000036938,Try5,TRE
ENSMUSG00000036940,Kdm1a,NRE
ENSMUSG00000036941,Elac1,NRE
ENSMUSG00000036943,Rab8b,NRE
ENSMUSG00000036944,Tmem71,NRE
ENSMUSG00000036948,BC037034,NRE
ENSMUSG00000036949,Slc39a12,TRE
ENSMUSG00000036951,C130079G13Rik,TRE
ENSMUSG00000036955,2510003E04Rik,NRE
ENSMUSG00000036957,Lrfn3,TRE
ENSMUSG00000036958,Cst11,TRE
ENSMUSG00000036959,Bcorl1,NRE
ENSMUSG00000036960,Clca5,TRE
ENSMUSG00000036961,Wnt8b,not detected
ENSMUSG00000036962,Gm101,TRE
ENSMUSG00000036964,Trim17,TRE+NRE
ENSMUSG00000036966,Spryd3,NRE
ENSMUSG00000036968,Cnpy4,NRE
ENSMUSG00000036972,Zic4,TRE
ENSMUSG00000036975,Tmem177,NRE
ENSMUSG00000036977,Anapc10,NRE
ENSMUSG00000036980,Taf6,NRE
ENSMUSG00000036983,Tfb1m,TRE+NRE
ENSMUSG00000036985,Zdhhc9,NRE
ENSMUSG00000036986,Pml,TRE
ENSMUSG00000036989,Trim3,TRE
ENSMUSG00000036990,Otud4,NRE
ENSMUSG00000036992,Nxt1,NRE
ENSMUSG00000036995,Asap3,not detected
ENSMUSG00000036996,1810009J06Rik,TRE
ENSMUSG00000037001,Zfp39,TRE
ENSMUSG00000037003,Tenc1,NRE
ENSMUSG00000037005,Xpnpep2,TRE
ENSMUSG00000037007,Zfp113,NRE
ENSMUSG00000037010,Apln,NRE
ENSMUSG00000037012,Hk1,NRE
ENSMUSG00000037013,Ss18,NRE
ENSMUSG00000037014,Sstr4,TRE
ENSMUSG00000037016,Frem2,TRE
ENSMUSG00000037017,Zscan21,TRE+NRE
ENSMUSG00000037020,Wdr62,TRE
ENSMUSG00000037022,Mmaa,NRE
ENSMUSG00000037025,Foxa2,TRE
ENSMUSG00000037028,Gm12800,not present
ENSMUSG00000037029,Zfp146,TRE
ENSMUSG00000037031,Tspan15,NRE
ENSMUSG00000037032,Apbb1,NRE
ENSMUSG00000037033,Clca4,TRE
ENSMUSG00000037034,Pax1,not detected
ENSMUSG00000037035,Inhbb,TRE
ENSMUSG00000037049,Smpd1,NRE
ENSMUSG00000037053,Azgp1,TRE
ENSMUSG00000037058,Paip2,NRE
ENSMUSG00000037060,Prkcdbp,TRE
ENSMUSG00000037062,Sh3glb1,NRE
ENSMUSG00000037070,Rbmxl1,NRE
ENSMUSG00000037071,Scd1,NRE
ENSMUSG00000037072,Sep15,NRE
ENSMUSG00000037075,Rnf139,NRE
ENSMUSG00000037085,Trmt12,not detected
ENSMUSG00000037086,1110059M19Rik,TRE
ENSMUSG00000037089,Slc35b2,NRE
ENSMUSG00000037095,Lrg1,NRE
ENSMUSG00000037096,Gm9762,NRE
ENSMUSG00000037098,Rab11fip3,TRE
ENSMUSG00000037101,Ttc29,TRE
ENSMUSG00000037103,Dcaf15,TRE
ENSMUSG00000037104,Socs5,NRE
ENSMUSG00000037106,Fer1l6,TRE
ENSMUSG00000037108,Zcwpw1,not present
ENSMUSG00000037110,Ralgapa2,NRE
ENSMUSG00000037111,Setd7,NRE
ENSMUSG00000037112,Sik2,TRE
ENSMUSG00000037119,D15Ertd621e,NRE
ENSMUSG00000037124,Trim58,not present
ENSMUSG00000037126,Psd,TRE
ENSMUSG00000037129,Tmprss13,TRE
ENSMUSG00000037130,H2-M10.6,not present
ENSMUSG00000037134,Prmt10,NRE
ENSMUSG00000037138,Aff3,NRE
ENSMUSG00000037139,Myom3,TRE
ENSMUSG00000037140,Tas2r108,not detected
ENSMUSG00000037143,4930529M08Rik,TRE
ENSMUSG00000037145,2210407C18Rik,TRE
ENSMUSG00000037148,Arhgap10,TRE
ENSMUSG00000037149,Ddx1,NRE
ENSMUSG00000037151,Lrrc20,TRE
ENSMUSG00000037152,Ndufc1,NRE
ENSMUSG00000037157,Il22ra1,not present
ENSMUSG00000037159,Wee2,not detected
ENSMUSG00000037161,4930583H14Rik,TRE
ENSMUSG00000037166,Ppp1r14a,NRE
ENSMUSG00000037167,Spaca5,not present
ENSMUSG00000037169,Mycn,TRE
ENSMUSG00000037171,Nodal,not detected
ENSMUSG00000037172,E330009J07Rik,NRE
ENSMUSG00000037174,Elf2,NRE
ENSMUSG00000037185,Krt80,TRE
ENSMUSG00000037188,Grhl3,TRE
ENSMUSG00000037190,Cyb561d2,NRE
ENSMUSG00000037196,Pacrg,TRE
ENSMUSG00000037197,Rbm17,NRE
ENSMUSG00000037202,Prf1,TRE
ENSMUSG00000037204,9430023L20Rik,NRE
ENSMUSG00000037206,Islr,NRE
ENSMUSG00000037210,Fam193a,TRE+NRE
ENSMUSG00000037211,Spry1,NRE
ENSMUSG00000037214,Thap1,TRE+NRE
ENSMUSG00000037216,Lipt1,TRE
ENSMUSG00000037217,Syn1,TRE
ENSMUSG00000037221,Mospd3,NRE
ENSMUSG00000037224,Zfyve28,TRE
ENSMUSG00000037225,Fgf2,TRE
ENSMUSG00000037234,Hook3,TRE+NRE
ENSMUSG00000037235,Mxd4,TRE+NRE
ENSMUSG00000037236,Matr3,NRE
ENSMUSG00000037239,Spred3,TRE
ENSMUSG00000037242,Clic4,NRE
ENSMUSG00000037243,Zfp692,NRE
ENSMUSG00000037246,H2-M10.5,not present
ENSMUSG00000037247,Pldi,TRE
ENSMUSG00000037251,4930444A02Rik,NRE
ENSMUSG00000037253,Mex3c,NRE
ENSMUSG00000037254,Itih2,TRE
ENSMUSG00000037257,Aagab,TRE+NRE
ENSMUSG00000037259,6330439K17Rik,TRE
ENSMUSG00000037260,Hgsnat,NRE
ENSMUSG00000037262,Kin,NRE
ENSMUSG00000037263,1700055N04Rik,not detected
ENSMUSG00000037266,D4Wsu53e,NRE
ENSMUSG00000037270,4932438A13Rik,TRE+NRE
ENSMUSG00000037275,Gemin5,TRE
ENSMUSG00000037278,Tmem97,TRE
ENSMUSG00000037279,Ovol2,TRE
ENSMUSG00000037280,Galnt6,TRE+NRE
ENSMUSG00000037286,Stag1,NRE
ENSMUSG00000037287,Tbcel,NRE
ENSMUSG00000037295,Ldlrap1,TRE+NRE
ENSMUSG00000037296,Lsm1,NRE
ENSMUSG00000037300,Ttc13,NRE
ENSMUSG00000037306,Man1c1,NRE
ENSMUSG00000037307,Banf2,TRE
ENSMUSG00000037313,Tacc3,NRE
ENSMUSG00000037315,Phf16,TRE
ENSMUSG00000037316,Bag4,TRE+NRE
ENSMUSG00000037318,Traf3ip3,TRE
ENSMUSG00000037321,Tap1,NRE
ENSMUSG00000037325,Bbs7,TRE
ENSMUSG00000037326,Solh,NRE
ENSMUSG00000037331,Larp1,NRE
ENSMUSG00000037334,H2-M1,not present
ENSMUSG00000037335,Hand1,TRE
ENSMUSG00000037336,Mfsd2b,TRE
ENSMUSG00000037337,Map4k1,TRE
ENSMUSG00000037339,Fam53a,NRE
ENSMUSG00000037341,Slc9a7,not present
ENSMUSG00000037343,Taf2,NRE
ENSMUSG00000037344,Slc12a9,TRE+NRE
ENSMUSG00000037346,Hrh4,TRE
ENSMUSG00000037347,Chst7,TRE
ENSMUSG00000037348,Paqr7,TRE+NRE
ENSMUSG00000037349,Nudt22,TRE+NRE
ENSMUSG00000037351,Actr1b,NRE
ENSMUSG00000037353,Letmd1,TRE
ENSMUSG00000037355,4933407H18Rik,NRE
ENSMUSG00000037358,4930578C19Rik,not detected
ENSMUSG00000037361,0610009D07Rik,NRE
ENSMUSG00000037362,Nov,TRE
ENSMUSG00000037363,Letm2,TRE
ENSMUSG00000037364,Srrt,NRE
ENSMUSG00000037366,Pafah2,NRE
ENSMUSG00000037369,Kdm6a,TRE+NRE
ENSMUSG00000037370,Enpp1,TRE
ENSMUSG00000037373,Ctbp1,NRE
ENSMUSG00000037375,Hhat,TRE
ENSMUSG00000037376,Trmt6,NRE
ENSMUSG00000037379,Spon2,TRE
ENSMUSG00000037386,Rims2,TRE+NRE
ENSMUSG00000037390,Muc3,TRE
ENSMUSG00000037393,Nmur2,not detected
ENSMUSG00000037395,Rcor3,NRE
ENSMUSG00000037400,Atp11b,NRE
ENSMUSG00000037405,Icam1,NRE
ENSMUSG00000037406,Htra4,TRE
ENSMUSG00000037408,Cnnm4,TRE
ENSMUSG00000037410,Tbc1d2b,NRE
ENSMUSG00000037411,Serpine1,TRE
ENSMUSG00000037415,Ranbp10,TRE+NRE
ENSMUSG00000037416,Dmxl1,NRE
ENSMUSG00000037418,Best1,TRE
ENSMUSG00000037419,Endod1,NRE
ENSMUSG00000037424,Taar9,not present
ENSMUSG00000037426,Depdc5,TRE+NRE
ENSMUSG00000037428,Vgf,TRE
ENSMUSG00000037434,Slc30a1,TRE+NRE
ENSMUSG00000037437,Adam32,TRE
ENSMUSG00000037440,Vnn1,TRE+NRE
ENSMUSG00000037443,Ccdc21,TRE+NRE
ENSMUSG00000037446,Tulp1,TRE
ENSMUSG00000037447,Arid5a,TRE
ENSMUSG00000037451,Slc22a20,not present
ENSMUSG00000037455,1110021L09Rik,NRE
ENSMUSG00000037458,Azin1,NRE
ENSMUSG00000037461,Ints7,NRE
ENSMUSG00000037463,Fbxo27,TRE
ENSMUSG00000037465,Klf10,NRE
ENSMUSG00000037466,4930427A07Rik,TRE+NRE
ENSMUSG00000037469,C330005M16Rik,not detected
ENSMUSG00000037470,Uggt1,NRE
ENSMUSG00000037474,Dtl,TRE
ENSMUSG00000037475,Thoc2,NRE
ENSMUSG00000037477,Tbx10,not present
ENSMUSG00000037482,Erv3,TRE
ENSMUSG00000037486,Asxl2,TRE+NRE
ENSMUSG00000037487,Ubr5,TRE+NRE
ENSMUSG00000037490,Slc2a12,TRE+NRE
ENSMUSG00000037492,Zmat4,TRE
ENSMUSG00000037493,Cib2,TRE
ENSMUSG00000037499,Nenf,NRE
ENSMUSG00000037503,Fam168b,NRE
ENSMUSG00000037509,Arhgef4,TRE+NRE
ENSMUSG00000037513,Samd4b,NRE
ENSMUSG00000037514,Pank2,NRE
ENSMUSG00000037519,Ppfia1,NRE
ENSMUSG00000037523,Mavs,NRE
ENSMUSG00000037525,Bcdin3d,NRE
ENSMUSG00000037526,Atg14,NRE
ENSMUSG00000037529,Prss40,TRE
ENSMUSG00000037531,Mrpl47,NRE
ENSMUSG00000037533,Rapgef6,TRE+NRE
ENSMUSG00000037535,1700021A07Rik,not detected
ENSMUSG00000037536,Fbxo34,NRE
ENSMUSG00000037537,H2-M11,not present
ENSMUSG00000037541,Shank2,TRE
ENSMUSG00000037542,Aldh8a1,TRE
ENSMUSG00000037544,Dlgap5,TRE
ENSMUSG00000037548,H2-DMb2,TRE
ENSMUSG00000037552,Plekhg2,NRE
ENSMUSG00000037553,Zdhhc18,NRE
ENSMUSG00000037563,Rps16,NRE
ENSMUSG00000037568,Vash2,TRE
ENSMUSG00000037570,Mcrs1,NRE
ENSMUSG00000037572,Wdhd1,TRE
ENSMUSG00000037573,Tob1,NRE
ENSMUSG00000037577,Ephx3,TRE
ENSMUSG00000037578,Pkd2l1,TRE
ENSMUSG00000037579,Kcnh3,TRE
ENSMUSG00000037580,Gch1,TRE
ENSMUSG00000037583,Nr0b2,TRE
ENSMUSG00000037593,BC030499,TRE
ENSMUSG00000037594,BC022687,TRE
ENSMUSG00000037600,1810019J16Rik,NRE
ENSMUSG00000037601,Nme1,NRE
ENSMUSG00000037603,Gm5519,not present
ENSMUSG00000037605,Lphn3,TRE
ENSMUSG00000037606,Osbpl5,NRE
ENSMUSG00000037608,Bclaf1,NRE
ENSMUSG00000037610,Kcnmb2,TRE
ENSMUSG00000037613,Tnfrsf23,TRE
ENSMUSG00000037617,Spag1,TRE
ENSMUSG00000037621,Atoh8,TRE
ENSMUSG00000037622,Wdtc1,TRE
ENSMUSG00000037624,Kcnk2,TRE
ENSMUSG00000037625,Cldn11,TRE
ENSMUSG00000037627,Rgs22,not present
ENSMUSG00000037628,Cdkn3,TRE
ENSMUSG00000037636,Slc25a43,not present
ENSMUSG00000037638,Zbtb42,NRE
ENSMUSG00000037640,Zfp60,NRE
ENSMUSG00000037643,Prkci,TRE+NRE
ENSMUSG00000037646,Vps13b,TRE+NRE
ENSMUSG00000037649,H2-DMa,TRE
ENSMUSG00000037652,Phc3,TRE+NRE
ENSMUSG00000037653,Kctd8,TRE
ENSMUSG00000037656,Slc20a2,NRE
ENSMUSG00000037660,Gdf7,not present
ENSMUSG00000037661,Gpr160,TRE
ENSMUSG00000037664,Cdkn1c,NRE
ENSMUSG00000037669,1110057K04Rik,NRE
ENSMUSG00000037674,Rfx7,NRE
ENSMUSG00000037679,Inf2,TRE+NRE
ENSMUSG00000037681,Esyt3,NRE
ENSMUSG00000037683,Armc3,TRE
ENSMUSG00000037685,Atp8a1,NRE
ENSMUSG00000037686,Aspg,TRE
ENSMUSG00000037689,1700090G07Rik,TRE
ENSMUSG00000037692,Ahdc1,TRE
ENSMUSG00000037697,Ddhd1,TRE
ENSMUSG00000037703,Prosapip1,TRE
ENSMUSG00000037705,Tecta,not detected
ENSMUSG00000037706,Cd81,NRE
ENSMUSG00000037708,BC061194,TRE
ENSMUSG00000037709,Fam13a,TRE+NRE
ENSMUSG00000037710,Cisd1,NRE
ENSMUSG00000037712,Fermt2,NRE
ENSMUSG00000037716,Ccdc33,TRE
ENSMUSG00000037720,Tmem33,NRE
ENSMUSG00000037722,Gnpnat1,NRE
ENSMUSG00000037725,Ckap2,NRE
ENSMUSG00000037727,Avp,TRE
ENSMUSG00000037730,Mynn,NRE
ENSMUSG00000037731,BC013712,TRE
ENSMUSG00000037735,2810032G03Rik,not detected
ENSMUSG00000037736,Limch1,TRE+NRE
ENSMUSG00000037737,Arpm1,TRE
ENSMUSG00000037738,Nek5,not detected
ENSMUSG00000037740,Mrps26,NRE
ENSMUSG00000037742,Eef1a1,NRE
ENSMUSG00000037747,Phyhipl,TRE
ENSMUSG00000037750,BC017647,TRE+NRE
ENSMUSG00000037752,Xkr8,TRE
ENSMUSG00000037754,Ppp1r16b,NRE
ENSMUSG00000037759,Ptger2,NRE
ENSMUSG00000037761,Actr5,NRE
ENSMUSG00000037762,Slc16a9,TRE
ENSMUSG00000037771,Slc32a1,TRE
ENSMUSG00000037772,Mrpl23,NRE
ENSMUSG00000037773,Fam113a,NRE
ENSMUSG00000037780,Mbl1,TRE
ENSMUSG00000037784,Dzip1l,NRE
ENSMUSG00000037787,2810002N01Rik,TRE+NRE
ENSMUSG00000037788,Vopp1,NRE
ENSMUSG00000037790,Defb7,not detected
ENSMUSG00000037791,Phf12,NRE
ENSMUSG00000037795,N4bp2,NRE
ENSMUSG00000037797,Adh4,TRE
ENSMUSG00000037798,Mat1a,TRE
ENSMUSG00000037801,Iqch,TRE
ENSMUSG00000037805,Rpl10a,NRE
ENSMUSG00000037808,Fam76b,NRE
ENSMUSG00000037813,D630003M21Rik,not present
ENSMUSG00000037814,Larp1b,NRE
ENSMUSG00000037815,Ctnna1,NRE
ENSMUSG00000037816,Fbxw17,NRE
ENSMUSG00000037818,3110057O12Rik,TRE+NRE
ENSMUSG00000037820,Tgm2,NRE
ENSMUSG00000037822,1110003E01Rik,NRE
ENSMUSG00000037824,Tspan14,NRE
ENSMUSG00000037826,Ppm1k,NRE
ENSMUSG00000037827,Gm5884,NRE
ENSMUSG00000037833,Sh2d4b,not detected
ENSMUSG00000037843,Vstm2l,TRE
ENSMUSG00000037845,Fdxacb1,not present
ENSMUSG00000037846,Rtkn2,TRE
ENSMUSG00000037847,BC016495,TRE
ENSMUSG00000037849,Gm4955,not present
ENSMUSG00000037851,Iars,NRE
ENSMUSG00000037852,Cpe,NRE
ENSMUSG00000037855,Zfp365,TRE
ENSMUSG00000037857,Nufip2,NRE
ENSMUSG00000037860,Aim2,TRE
ENSMUSG00000037868,Egr2,TRE+NRE
ENSMUSG00000037872,Darc,NRE
ENSMUSG00000037876,Jmjd1c,NRE
ENSMUSG00000037884,1700017G19Rik,TRE
ENSMUSG00000037885,Stk35,TRE
ENSMUSG00000037887,Dusp8,TRE+NRE
ENSMUSG00000037890,Wdr19,not present
ENSMUSG00000037892,Pcdh18,TRE
ENSMUSG00000037894,H2afz,NRE
ENSMUSG00000037896,Rcor1,NRE
ENSMUSG00000037902,Sirpa,TRE+NRE
ENSMUSG00000037904,Ankrd9,TRE
ENSMUSG00000037905,Bri3bp,TRE+NRE
ENSMUSG00000037907,Ankrd13b,TRE
ENSMUSG00000037910,1700018B24Rik,TRE
ENSMUSG00000037913,Tmem156,not present
ENSMUSG00000037916,Ndufv1,NRE
ENSMUSG00000037921,Ddx60,TRE+NRE
ENSMUSG00000037922,Bank1,TRE
ENSMUSG00000037924,Olfr16,not detected
ENSMUSG00000037926,Ssh2,NRE
ENSMUSG00000037933,Bicd2,NRE
ENSMUSG00000037935,Smarce1,NRE
ENSMUSG00000037936,Scarb1,TRE+NRE
ENSMUSG00000037938,Chchd5,NRE
ENSMUSG00000037940,Inpp4b,TRE
ENSMUSG00000037942,Crp,TRE
ENSMUSG00000037944,Ccr7,TRE
ENSMUSG00000037946,Fgd3,not detected
ENSMUSG00000037949,Ano10,NRE
ENSMUSG00000037953,A4gnt,TRE
ENSMUSG00000037957,Wdr20a,NRE
ENSMUSG00000037958,Ccdc55,NRE
ENSMUSG00000037960,1110007C09Rik,NRE
ENSMUSG00000037962,Fam101a,TRE+NRE
ENSMUSG00000037965,Zc3h7a,NRE
ENSMUSG00000037966,Ninj1,NRE
ENSMUSG00000037971,1110032A03Rik,NRE
ENSMUSG00000037972,Snn,NRE
ENSMUSG00000037973,Ccdc129,not present
ENSMUSG00000037974,Muc5ac,TRE
ENSMUSG00000037977,6430571L13Rik,TRE+NRE
ENSMUSG00000037979,Ccdc92,TRE
ENSMUSG00000037984,Neurod6,TRE
ENSMUSG00000037989,Wnk2,NRE
ENSMUSG00000037990,Sh3rf3,TRE
ENSMUSG00000037991,A630055G03Rik,not detected
ENSMUSG00000037992,Rara,not detected
ENSMUSG00000037993,Dhx38,TRE+NRE
ENSMUSG00000037994,Nhedc2,TRE
ENSMUSG00000037995,Igsf9,TRE
ENSMUSG00000037996,Slc24a2,TRE
ENSMUSG00000037997,Parp11,TRE+NRE
ENSMUSG00000037999,Arap2,TRE+NRE
ENSMUSG00000038000,Acd,NRE
ENSMUSG00000038002,Cramp1l,NRE
ENSMUSG00000038005,2700029M09Rik,NRE
ENSMUSG00000038007,Acer2,TRE
ENSMUSG00000038009,Dnajc22,TRE
ENSMUSG00000038010,Ccdc138,not present
ENSMUSG00000038011,Dnahc10,not present
ENSMUSG00000038013,Wipf2,NRE
ENSMUSG00000038014,Fam120a,NRE
ENSMUSG00000038015,Prm2,TRE
ENSMUSG00000038020,Rapgefl1,NRE
ENSMUSG00000038022,Fam188b,TRE
ENSMUSG00000038023,Atp6v0a2,TRE+NRE
ENSMUSG00000038024,Dennd4c,NRE
ENSMUSG00000038025,Phf2,NRE
ENSMUSG00000038026,Kcnj9,TRE
ENSMUSG00000038028,9630033F20Rik,TRE+NRE
ENSMUSG00000038034,Igsf8,NRE
ENSMUSG00000038037,Socs1,TRE
ENSMUSG00000038039,Gcc2,NRE
ENSMUSG00000038042,Ptpdc1,TRE
ENSMUSG00000038044,Cct8l1,TRE
ENSMUSG00000038045,Sult6b1,not detected
ENSMUSG00000038046,Rnmtl1,NRE
ENSMUSG00000038047,Haus6,NRE
ENSMUSG00000038048,Cntnap5c,not present
ENSMUSG00000038055,Dexi,NRE
ENSMUSG00000038056,Mll3,NRE
ENSMUSG00000038057,Dbil5,TRE
ENSMUSG00000038058,Nod1,NRE
ENSMUSG00000038059,2010002N04Rik,NRE
ENSMUSG00000038060,Dlec1,not present
ENSMUSG00000038064,Cldn22,TRE
ENSMUSG00000038065,2410066E13Rik,TRE+NRE
ENSMUSG00000038067,Csf3,NRE
ENSMUSG00000038068,Rnf144b,TRE+NRE
ENSMUSG00000038069,Cdkn2aip,NRE
ENSMUSG00000038070,Cntln,NRE
ENSMUSG00000038071,Npy6r,TRE
ENSMUSG00000038072,Galnt11,TRE
ENSMUSG00000038074,Fkbp14,TRE
ENSMUSG00000038079,Als2cr4,NRE
ENSMUSG00000038080,Kdm1b,NRE
ENSMUSG00000038084,Opa1,NRE
ENSMUSG00000038085,4921517L17Rik,TRE+NRE
ENSMUSG00000038086,Hspb2,TRE
ENSMUSG00000038092,Hsd3b5,TRE
ENSMUSG00000038094,Atp13a4,NRE
ENSMUSG00000038095,Sbno1,NRE
ENSMUSG00000038102,D030016E14Rik,NRE
ENSMUSG00000038112,AW551984,TRE+NRE
ENSMUSG00000038115,Ano2,not present
ENSMUSG00000038116,Phf20,NRE
ENSMUSG00000038119,Cdon,TRE
ENSMUSG00000038121,4933403F05Rik,TRE+NRE
ENSMUSG00000038122,D630037F22Rik,NRE
ENSMUSG00000038126,Mphosph9,NRE
ENSMUSG00000038127,Ccdc50,TRE+NRE
ENSMUSG00000038128,Camk4,TRE
ENSMUSG00000038132,Rbm24,TRE
ENSMUSG00000038135,Crygn,TRE
ENSMUSG00000038141,Tmem181a,NRE
ENSMUSG00000038143,Stox2,TRE+NRE
ENSMUSG00000038145,Snrk,NRE
ENSMUSG00000038146,Notch3,TRE+NRE
ENSMUSG00000038147,Cd84,TRE+NRE
ENSMUSG00000038148,Cldn16,TRE
ENSMUSG00000038150,Ormdl3,NRE
ENSMUSG00000038151,Prdm1,NRE
ENSMUSG00000038152,5033430I15Rik,TRE
ENSMUSG00000038155,Gstp2,NRE
ENSMUSG00000038156,Spon1,TRE+NRE
ENSMUSG00000038160,Atg5,NRE
ENSMUSG00000038167,Plekhg6,NRE
ENSMUSG00000038168,Leprel1,TRE
ENSMUSG00000038170,Pde4dip,TRE+NRE
ENSMUSG00000038172,Ttc39b,TRE+NRE
ENSMUSG00000038173,Enpp6,TRE
ENSMUSG00000038174,Fam126b,NRE
ENSMUSG00000038175,Mylip,NRE
ENSMUSG00000038178,Slc43a2,TRE+NRE
ENSMUSG00000038179,Slamf7,TRE
ENSMUSG00000038180,Spag4,TRE
ENSMUSG00000038181,Chpf2,TRE
ENSMUSG00000038187,Btbd10,NRE
ENSMUSG00000038188,Scarf1,NRE
ENSMUSG00000038192,Cer1,not detected
ENSMUSG00000038193,Hand2,TRE
ENSMUSG00000038194,Lhb,TRE
ENSMUSG00000038195,Rilp,TRE
ENSMUSG00000038199,4931409K22Rik,not present
ENSMUSG00000038201,Kcna7,TRE
ENSMUSG00000038203,Hoxa13,NRE
ENSMUSG00000038204,Asb10,TRE
ENSMUSG00000038205,Prkab2,TRE+NRE
ENSMUSG00000038206,Fbxo8,NRE
ENSMUSG00000038208,Pgap3,not detected
ENSMUSG00000038209,Itln1,TRE
ENSMUSG00000038210,Hoxa11,TRE
ENSMUSG00000038212,Hiatl1,NRE
ENSMUSG00000038213,Tapbpl,NRE
ENSMUSG00000038214,Bend3,NRE
ENSMUSG00000038215,BC088983,NRE
ENSMUSG00000038216,Pnmt,TRE
ENSMUSG00000038217,Tlcd2,TRE
ENSMUSG00000038218,Gm9765,not present
ENSMUSG00000038224,Serpinf2,TRE
ENSMUSG00000038225,Ccdc111,NRE
ENSMUSG00000038227,Hoxa9,TRE+NRE
ENSMUSG00000038233,Fam198a,not present
ENSMUSG00000038235,F11r,NRE
ENSMUSG00000038236,Hoxa7,NRE
ENSMUSG00000038239,Hrc,TRE
ENSMUSG00000038240,Pdss2,NRE
ENSMUSG00000038241,Cep250,TRE
ENSMUSG00000038242,Aox4,TRE
ENSMUSG00000038244,Mical2,TRE+NRE
ENSMUSG00000038246,Fam50b,TRE
ENSMUSG00000038248,Sobp,TRE
ENSMUSG00000038250,Usp38,NRE
ENSMUSG00000038252,Ncapd2,NRE
ENSMUSG00000038253,Hoxa5,NRE
ENSMUSG00000038255,Neurod2,TRE
ENSMUSG00000038256,Bcl9,TRE
ENSMUSG00000038257,Glra3,not detected
ENSMUSG00000038259,Gdf5,TRE
ENSMUSG00000038260,Trpm4,NRE
ENSMUSG00000038264,Sema7a,NRE
ENSMUSG00000038267,Slc22a23,NRE
ENSMUSG00000038271,Iffo1,TRE+NRE
ENSMUSG00000038274,Fau,NRE
ENSMUSG00000038276,Accn3,TRE
ENSMUSG00000038279,Nop2,NRE
ENSMUSG00000038280,Ostm1,TRE+NRE
ENSMUSG00000038286,Bphl,NRE
ENSMUSG00000038290,Smg6,NRE
ENSMUSG00000038291,Snx25,NRE
ENSMUSG00000038292,Ccdc155,not present
ENSMUSG00000038295,Atg9b,TRE
ENSMUSG00000038296,Galntl4,NRE
ENSMUSG00000038298,Pdzk1,TRE
ENSMUSG00000038299,Wdr36,NRE
ENSMUSG00000038300,Pth2,TRE
ENSMUSG00000038301,Snx10,NRE
ENSMUSG00000038302,Lace1,TRE
ENSMUSG00000038304,Cd160,TRE
ENSMUSG00000038305,Spats2l,TRE+NRE
ENSMUSG00000038311,2410017I17Rik,not detected
ENSMUSG00000038312,Edem2,NRE
ENSMUSG00000038319,Kcnh2,NRE
ENSMUSG00000038323,1700066M21Rik,TRE+NRE
ENSMUSG00000038324,Trpc4ap,NRE
ENSMUSG00000038327,Serpinb9f,TRE
ENSMUSG00000038330,C87499,not detected
ENSMUSG00000038331,Satb2,TRE+NRE
ENSMUSG00000038332,Sesn1,NRE
